image_names,typ,xmin,xmax,ymin,ymax

istanbul-turkey-5-september-2017-260nw-715394536.jpg,Dron,28,365,5,253

istanbul-turkey-5-september-2017-260nw-715394539.jpg,Dron,50,335,8,244

istanbul-turkey-5-september-2017-260nw-720511963.jpg,Dron,143,385,25,251

istanbul-turkey-5-september-2017-260nw-720511972.jpg,Dron,25,245,33,225

istanbul-turkey-5-september-2017-260nw-720511975.jpg,Dron,5,378,0,238

istanbul-turkey-january-292015drone-quadrocopter-260nw-262938467.jpg,Dron,53,318,27,244

istanbul-turkey-january-292015drone-quadrocopter-260nw-263156486.jpg,Dron,20,279,75,201

istanbul-turkey-january-292015drone-quadrocopter-260nw-263156489.jpg,Dron,24,391,102,231

istanbul-turkey-january-292015drone-quadrocopter-260nw-263499347.jpg,Dron,13,240,80,200

istanbul-turkey-july-3-2018-260nw-1130725391.jpg,Dron,25,378,9,250

istanbul-turkey-july-3-2018-260nw-1130725397.jpg,Dron,1,333,5,257

istanbul-turkey-july-3-2018-260nw-1130725403.jpg,Dron,39,360,10,240

istanbul-turkey-july-3-2018-260nw-1130725409.jpg,Dron,31,370,10,259

istanbul-turkey-july-3-2018-260nw-1130725439.jpg,Dron,5,310,7,267

istanbul-turkey-july-3-2018-260nw-1131337229.jpg,Dron,12,228,17,175

istanbul-turkey-july-3-2018-260nw-1131337235.jpg,Dron,2,390,2,221

istanbul-turkey-july-3-2018-260nw-1131337241.jpg,Dron,0,390,0,220

istanbul-turkey-july-3-2018-260nw-1131337244.jpg,Dron,53,330,0,260

istanbul-turkey-july-3-2018-260nw-1131337247.jpg,Dron,103,384,2,250

istanbul-turkey-may-19-2015-260nw-279343268.jpg,Dron,27,334,0,235

istanbul-turkey-may-19-2015-260nw-279349628.jpg,Dron,12,368,0,259

istanbul-turkey-may-19-2015-260nw-279367454.jpg,Dron,24,215,36,165

istanbul-turkey-may-19-2015-260nw-279367460.jpg,Dron,46,217,13,138

istanbul-turkey-may-19-2015-260nw-279613013.jpg,Dron,85,365,34,266

istanbul-turkey-may-19-2015-260nw-279704978.jpg,Dron,2,390,1,247

istanbul-turkey-may-19-2015-260nw-279825914.jpg,Dron,12,390,20,220

istanbul-turkey-may-19-2015-260nw-279826349.jpg,Dron,13,390,21,269

istanbul-turkey-may-19-2015-260nw-279981239.jpg,Dron,38,313,29,231

istanbul-turkey-may-19-2015-260nw-279981692.jpg,Dron,10,250,7,179

istanbul-turkey-may-19-2015-260nw-279982028.jpg,Dron,42,236,42,166

istanbul-turkey-may-19-2015-260nw-280280573.jpg,Dron,50,278,30,203

istanbul-turkey-may-19-2015-260nw-280280585.jpg,Dron,39,298,8,245

istanbul-turkey-may-19-2015-260nw-280280813.jpg,Dron,13,173,6,149

istanbul-turkey-may-19-2015-260nw-280281050.jpg,Dron,42,214,47,193

istanbul-turkey-may-19-2015-260nw-280281479.jpg,Dron,59,358,19,204

istanbul-turkey-may-192015drone-quadrocopter-260nw-280281779.jpg,Dron,21,205,29,187

italy-dolomites-alps-august-09-260nw-1097832617.jpg,Dron,57,336,67,193

italymodena-circa-may-2014-flying-260nw-198617063.jpg,Dron,51,116,99,142

italyoct30-dji-phantom-quadcopter-flies-260nw-239734804.jpg,Dron,180,347,90,150

italyoct30-dji-phantom-quadcopter-flies-260nw-239734816.jpg,Dron,44,362,46,191

italyoct30-dji-phantom-quadcopter-flies-260nw-239734834.jpg,Dron,170,333,79,163

italyoct30-dji-phantom-quadcopter-flies-260nw-239734840.jpg,Dron,58,325,114,218

italyoct30-dji-phantom-quadcopter-flies-260nw-239734855.jpg,Dron,80,330,59,180

italyoct30-dji-phantom-quadcopter-flies-260nw-239734858.jpg,Dron,68,253,64,141

italyoct30-dji-phantom-quadcopter-flies-260nw-239734870.jpg,Dron,27,90,106,129

italyoct30-dji-phantom-quadcopter-flies-260nw-239734873.jpg,Dron,88,278,68,171

italyoct30-dji-phantom-quadcopter-flies-260nw-239734876.jpg,Dron,152,339,51,128

italyoct30-dji-phantom-quadcopter-flies-260nw-239734894.jpg,Dron,143,296,24,128

italyoct30-dji-phantom-quadcopter-flies-260nw-239734897.jpg,Dron,53,331,38,149

italyoct30-dji-phantom-quadcopter-flies-260nw-239734924.jpg,Dron,109,200,136,182

izborsk-russia-june-10-2018-260nw-1110882359.jpg,Dron,42,299,34,199

jacksonville-fl-usa-june-14-260nw-288324377.jpg,Dron,64,316,33,228

jostedal-norway-june-2-2018-260nw-1117851911.jpg,Dron,105,199,72,137

jostedal-norway-june-2-2018-260nw-1117851914.jpg,Dron,58,230,95,194

jostedal-norway-june-2-2018-260nw-1117851917.jpg,Dron,130,215,115,165

kagawa-japan-april-03-2017-260nw-615757394.jpg,Dron,49,329,23,188

kagawa-japan-april-03-2017-260nw-615757730.jpg,Dron,57,262,10,176

kagawa-japan-april-03-2017-260nw-615757739.jpg,Dron,35,334,53,185

kagawa-japan-april-03-2017-260nw-615757748.jpg,Dron,94,349,53,193

kagawa-japan-april-22-2017-260nw-625582838.jpg,Dron,196,305,54,154

kagawa-japan-april-22-2017-260nw-625596302.jpg,Dron,116,289,44,155

kagawa-japan-april-22-2017-260nw-625599740.jpg,Dron,116,307,97,226

kagawa-japan-april-22-2017-260nw-625605113.jpg,Dron,175,343,37,136

kagawa-japan-april-23-2017-260nw-629531453.jpg,Dron,9,325,50,200

kagawa-japan-april-23-2017-260nw-629531459.jpg,Dron,67,256,16,137

kagawa-japan-april-23-2017-260nw-629531471.jpg,Dron,127,338,18,149

kagawa-japan-april-23-2017-260nw-629637947.jpg,Dron,28,330,47,227

kagawa-japan-april-23-2017-260nw-629637950.jpg,Dron,89,322,22,230

kagawa-japan-april-23-2017-260nw-629637953.jpg,Dron,77,252,33,152

kagawa-japan-april-23-2017-260nw-629637956.jpg,Dron,97,330,12,162

kagawa-japan-april-23-2017-260nw-629638661.jpg,Dron,78,199,140,207

kagawa-japan-april-29-2017-260nw-631805732.jpg,Dron,147,327,126,241

kagawa-japan-april-29-2017-260nw-631810742.jpg,Dron,103,287,52,133

kagawa-japan-april-29-2017-260nw-631924367.jpg,Dron,173,336,129,216

kagawa-japan-april-29-2017-260nw-631924376.jpg,Dron,79,248,106,224

kagawa-japan-april-29-2017-260nw-631924385.jpg,Dron,82,288,128,243

kagawa-japan-april-29-2017-260nw-631926491.jpg,Dron,88,295,112,242

kagawa-japan-april-29-2017-260nw-631926497.jpg,Dron,21,245,110,233

kagawa-japan-april-29-2017-260nw-631927346.jpg,Dron,30,313,102,245

kagawa-japan-december-15-2016-260nw-538133812.jpg,Dron,82,299,26,132

kagawa-japan-december-15-2016-260nw-539383429.jpg,Dron,48,348,53,205

kagawa-japan-june-15-2017-260nw-661282186.jpg,Dron,55,345,33,167

kagawa-japan-june-15-2017-260nw-661282231.jpg,Dron,101,350,34,187

kagawa-japan-june-15-2017-260nw-667210633.jpg,Dron,16,316,19,188

kagawa-japan-june-15-2017-260nw-667210636.jpg,Dron,50,349,32,167

kagawa-japan-june-15-2017-260nw-671651164.jpg,Dron,17,309,16,184

kagawa-japan-june-15-2017-260nw-671651773.jpg,Dron,18,355,15,184

kagawa-japan-june-15-2017-260nw-671652337.jpg,Dron,67,366,21,171

kagawa-japan-june-19-2016-260nw-439468954.jpg,Dron,104,263,54,138

kagawa-japan-june-8-2017-260nw-656435701.jpg,Dron,125,345,103,208

kagawa-japan-june-8-2017-260nw-656437126.jpg,Dron,68,248,83,165

kagawa-japan-june-8-2017-260nw-656437294.jpg,Dron,102,321,97,189

kagawa-japan-march-10-2016-260nw-389323852.jpg,Dron,0,176,0,235

kagawa-japan-march-10-2016-260nw-389323861.jpg,Dron,2,241,2,150

kagawa-japan-march-17-2017-260nw-609118043.jpg,Dron,13,331,18,199

kagawa-japan-march-17-2017-260nw-609118049.jpg,Dron,41,353,31,192

kagawa-japan-march-17-2017-260nw-609118391.jpg,Dron,62,294,21,170

kagawa-japan-may-06-2016-260nw-420080635.jpg,Dron,147,323,107,217

kagawa-japan-may-06-2016-260nw-420080671.jpg,Dron,153,381,32,217

kagawa-japan-may-06-2016-260nw-420083374.jpg,Dron,149,367,27,187

kagawa-japan-may-06-2016-260nw-420083377.jpg,Dron,135,332,75,214

kagawa-japan-may-17-2016-260nw-430213045.jpg,Dron,42,157,64,130

kagawa-japan-may-17-2016-260nw-430213054.jpg,Dron,125,341,36,152

kagawa-japan-may-17-2016-260nw-430214311.jpg,Dron,53,312,23,178

kagawa-japan-may-17-2016-260nw-430214527.jpg,Dron,29,135,39,116

kagawa-japan-may-20-2017-260nw-653433961.jpg,Dron,3,140,19,124

kagawa-japan-may-20-2017-260nw-653434402.jpg,Dron,106,332,112,214

kagawa-japan-may-20-2017-260nw-653435158.jpg,Dron,67,317,77,201

kagawa-japan-may-28-2017-260nw-653442136.jpg,Dron,25,259,113,240

kagawa-japan-may-28-2017-260nw-653442151.jpg,Dron,24,372,58,239

kagawa-japan-may-30-2016-260nw-430213753.jpg,Dron,247,340,40,104

kagawa-japan-may-31-2016-260nw-429733945.jpg,Dron,59,173,33,118

kagawa-japan-may-31-2016-260nw-430210639.jpg,Dron,193,341,29,117

kagawa-japan-may-31-2016-260nw-430210657.jpg,Dron,137,251,121,179

kagawa-japan-october-10-2017-260nw-733504105.jpg,Dron,8,390,7,268

kagawa-japan-october-10-2017-260nw-733504699.jpg,Dron,2,173,44,189

kagawa-japan-october-10-2017-260nw-733504744.jpg,Dron,9,381,11,232

kampala-uganda-10082017-dji-phantom-260nw-759789199.jpg,Dron,51,357,37,230

kampala-uganda-10082017-dji-phantom-260nw-759789205.jpg,Dron,145,306,49,162

kandalaksha-russia-may-24-2018-260nw-1127352350.jpg,Dron,15,347,114,263

kandalaksha-russia-may-24-2018-260nw-1127515907.jpg,Dron,88,269,49,208

kandalaksha-russia-may-24-2018-260nw-1127515910.jpg,Dron,54,129,177,236

kaunas-lithuania-april-24-2017-260nw-653883466.jpg,Dron,86,190,81,190

kaunas-lithuania-april-24-2017-260nw-654363346.jpg,Dron,78,198,83,204

kaunas-lithuania-april-24-2017-260nw-654363349.jpg,Dron,83,203,70,190

kaunas-lithuania-april-24-2017-260nw-654363355.jpg,Dron,83,208,76,198

kaunas-lithuania-april-24-2017-260nw-654363361.jpg,Dron,24,391,0,259

kaunas-lithuania-december-30-2015-260nw-359958530.jpg,Dron,70,290,67,190

kaunas-lithuania-december-30-2015-260nw-359958539.jpg,Dron,47,321,44,201

kaunas-lithuania-december-30-2015-260nw-359958602.jpg,Dron,101,264,76,164

kaunas-lithuania-december-30-2015-260nw-359958605.jpg,Dron,31,368,14,192

kaunas-lithuania-december-30-2015-260nw-359958608.jpg,Dron,55,336,13,215

kaunas-lithuania-december-30-2015-260nw-359958623.jpg,Dron,73,242,90,160

kaunas-lithuania-june-14-2017-260nw-660427228.jpg,Dron,16,369,22,231

kaunas-lithuania-march-03-2018-260nw-1037699857.jpg,Dron,159,324,63,226

kaunas-lithuania-march-03-2018-260nw-1037699860.jpg,Dron,6,160,35,185

kaunas-lithuania-march-03-2018-260nw-1037699860.jpg,Dron,140,370,10,210

kaunas-lithuania-march-03-2018-260nw-1037699866.jpg,Dron,140,380,33,260

kaunas-lithuania-march-03-2018-260nw-1037699869.jpg,Dron,10,156,27,193

kaunas-lithuania-march-03-2018-260nw-1037699869.jpg,Dron,130,355,5,250

kaunas-lithuania-march-03-2018-260nw-1037699875.jpg,Dron,53,233,52,215

kaunas-lithuania-march-03-2018-260nw-1038331699.jpg,Dron,3,352,3,264

kaunas-lithuania-march-03-2018-260nw-1038331702.jpg,Dron,158,378,4,210

kaunas-lithuania-march-03-2018-260nw-1038331705.jpg,Dron,17,238,53,244

kaunas-lithuania-march-03-2018-260nw-1038331711.jpg,Dron,162,361,27,224

kaunas-lithuania-march-03-2018-260nw-1038331717.jpg,Dron,169,389,21,203

kaunas-lithuania-march-03-2018-260nw-1038331717.jpg,Dron,1,185,21,220

kaunas-lithuania-march-03-2018-260nw-1038601063.jpg,Dron,43,219,32,212

kaunas-lithuania-march-03-2018-260nw-1038601066.jpg,Dron,44,324,2,256

kaunas-lithuania-march-03-2018-260nw-1038601069.jpg,Dron,48,238,32,226

kaunas-lithuania-march-03-2018-260nw-1038601078.jpg,Dron,10,310,1,195

kaunas-lithuania-march-03-2018-260nw-1038601081.jpg,Dron,154,367,19,237

kaunas-lithuania-march-03-2018-260nw-1038786397.jpg,Dron,110,340,61,164

kaunas-lithuania-march-03-2018-260nw-1038786400.jpg,Dron,24,339,5,237

kaunas-lithuania-march-03-2018-260nw-1038786412.jpg,Dron,72,389,44,244

kaunas-lithuania-march-1-2017-260nw-590802506.jpg,Dron,3,381,85,198

kaunas-lithuania-march-1-2017-260nw-590802509.jpg,Dron,37,354,11,249

kaunas-lithuania-march-1-2017-260nw-590802518.jpg,Dron,42,251,4,202

kaunas-lithuania-march-1-2017-260nw-590802521.jpg,Dron,7,391,111,252

kaunas-lithuania-march-1-2017-260nw-590802527.jpg,Dron,34,287,8,259

kaunas-lithuania-march-1-2017-260nw-590802533.jpg,Dron,8,307,10,267

kaunas-lithuania-march-1-2017-260nw-590802539.jpg,Dron,30,216,26,247

kaunas-lithuania-march-1-2017-260nw-591272015.jpg,Dron,16,287,28,260

kaunas-lithuania-march-1-2017-260nw-591272030.jpg,Dron,113,390,0,231

kaunas-lithuania-march-1-2017-260nw-591272063.jpg,Dron,0,497,59,246

kaunas-lithuania-march-1-2017-260nw-591272075.jpg,Dron,25,352,80,229

kaunas-lithuania-march-1-2017-260nw-591782312.jpg,Dron,19,388,24,238

kaunas-lithuania-march-1-2017-260nw-591782333.jpg,Dron,41,261,11,246

kaunas-lithuania-march-1-2017-260nw-591782354.jpg,Dron,12,212,26,215

kaunas-lithuania-march-1-2017-260nw-592137713.jpg,Dron,39,341,0,259

kaunas-lithuania-march-1-2017-260nw-592137716.jpg,Dron,54,393,3,237

kaunas-lithuania-march-1-2017-260nw-592137731.jpg,Dron,50,344,84,237

kaunas-lithuania-march-1-2017-260nw-592137872.jpg,Dron,14,390,76,185

kaunas-lithuania-march-1-2017-260nw-592326905.jpg,Dron,3,374,11,233

kaunas-lithuania-march-1-2017-260nw-592326911.jpg,Dron,38,368,39,229

kaunas-lithuania-march-1-2017-260nw-592326944.jpg,Dron,129,343,8,252

kaunas-lithuania-october-30-2015-260nw-334798637.jpg,Dron,69,257,23,217

kaunas-lithuania-october-30-2015-260nw-334798643.jpg,Dron,11,392,61,251

kaunas-lithuania-october-30-2015-260nw-334798670.jpg,Dron,0,386,17,251

kaunas-lithuania-october-30-2015-260nw-334798676.jpg,Dron,3,390,11,261

kaunas-lithuania-october-30-2015-260nw-334798694.jpg,Dron,5,384,2,244

kaunas-lithuania-october-30-2015-260nw-334798718.jpg,Dron,13,365,36,257

kaunas-lithuania-october-30-2015-260nw-334798739.jpg,Dron,19,280,61,243

kaunas-lithuania-october-30-2015-260nw-334798772.jpg,Dron,1,277,81,237

kaunas-lithuania-october-30-2015-260nw-334798778.jpg,Dron,1,390,0,248

kaunas-lithuania-october-30-2015-260nw-334798781.jpg,Dron,27,390,9,249

kaunas-lithuania-october-30-2015-260nw-334798784.jpg,Dron,72,390,1,253

kaunas-lithuania-october-30-2015-260nw-334798787.jpg,Dron,15,369,40,260

kaunas-lithuania-october-30-2015-260nw-334801565.jpg,Dron,11,353,9,226

kaunas-lithuania-october-30-2015-260nw-334801568.jpg,Dron,83,340,89,204

kaunas-lithuania-october-30-2015-260nw-334801580.jpg,Dron,2,389,58,262

kaunas-lithuania-october-30-2015-260nw-334801586.jpg,Dron,39,351,30,273

kaunas-lithuania-october-30-2015-260nw-334801589.jpg,Dron,9,385,6,250

kaunas-lithuania-october-30-2015-260nw-334801592.jpg,Dron,4,389,8,257

kaunas-lithuania-october-30-2015-260nw-334801598.jpg,Dron,31,382,29,235

kaunas-lithuania-october-30-2015-260nw-334801607.jpg,Dron,24,373,7,251

kaunas-lithuania-october-30-2015-260nw-334801610.jpg,Dron,10,345,64,243

kaunas-lithuania-october-30-2015-260nw-334801619.jpg,Dron,3,333,12,263

kaunas-lithuania-october-30-2015-260nw-334801622.jpg,Dron,30,381,60,220

kaunas-lithuania-october-30-2015-260nw-334801628.jpg,Dron,9,388,22,235

kazan-russia-june-25-2015-260nw-403353925.jpg,Dron,51,147,116,206

kazan-russia-june-25-2015-260nw-409168366.jpg,Dron,109,297,144,248

kazan-russia-june-25-2015-260nw-409168390.jpg,Dron,19,371,38,205

kazan-russia-june-25-2015-260nw-409168393.jpg,Dron,84,317,58,231

keda-georgia-23-march-2018-260nw-1054835972.jpg,Dron,39,346,63,196

keda-georgia-23-march-2018-260nw-1054835975.jpg,Dron,118,381,22,220

keda-georgia-23-march-2018-260nw-1054835978.jpg,Dron,51,293,81,184

kempen-germany-december-29-2015-260nw-356401406.jpg,Dron,142,219,119,162

kharkiv-ukraine-march-2-2018-260nw-1038318421.jpg,Dron,236,395,12,230

kharkiv-ukraine-march-2-2018-260nw-1038318421.jpg,Dron,100,236,40,210

kharkiv-ukraine-march-2-2018-260nw-1038318421.jpg,Dron,10,100,70,190

kharkiv-ukraine-march-3-2018-260nw-1047449896.jpg,Dron,180,382,10,246

kharkiv-ukraine-march-3-2018-260nw-1047449896.jpg,Dron,35,150,55,215

kharkiv-ukraine-march-3-2018-260nw-1048140541.jpg,Dron,70,191,17,69

khonkaen-thailand-august-23-2017-260nw-684701641.jpg,Dron,93,195,115,180

khonken-november-27-2016-drone-260nw-528316252.jpg,Dron,101,253,45,180

khotynukraine-june-19-2018-mavic-260nw-1121974376.jpg,Dron,98,466,89,181

kiev-ukraine-april-24-2016-260nw-410937145.jpg,Dron,18,390,5,173

kiev-ukraine-april-24-2016-260nw-410937151.jpg,Dron,89,309,10,147

kiev-ukraine-april-24-2016-260nw-410937157.jpg,Dron,77,255,85,160

kiev-ukraine-april-24-2016-260nw-410937166.jpg,Dron,15,390,11,183

kiev-ukraine-april-24-2016-260nw-410937169.jpg,Dron,73,363,71,206

kiev-ukraine-april-24-2016-260nw-410937175.jpg,Dron,57,271,73,215

kiev-ukraine-april-24-2016-260nw-410937181.jpg,Dron,11,343,51,240

kiev-ukraine-april-24-2016-260nw-410937187.jpg,Dron,50,336,44,246

kiev-ukraine-april-24-2016-260nw-410937193.jpg,Dron,7,374,60,239

kiev-ukraine-april-24-2016-260nw-410937202.jpg,Dron,28,390,3,262

kiev-ukraine-april-24-2016-260nw-410937208.jpg,Dron,67,292,67,185

kiev-ukraine-april-24-2016-260nw-410937214.jpg,Dron,0,284,45,222

kiev-ukraine-august-8-2015-260nw-307863731.jpg,Dron,31,323,54,213

kiev-ukraine-june-20-2018-260nw-1126503905.jpg,Dron,32,330,54,206

kiev-ukraine-june-20-2018-260nw-1126504289.jpg,Dron,180,239,100,121

kiev-ukraine-june-20-2018-260nw-1126504481.jpg,Dron,15,361,35,202

kiev-ukraine-june-20-2018-260nw-1126504784.jpg,Dron,50,339,56,189

kiev-ukraine-june-20-2018-260nw-1128076946.jpg,Dron,163,237,45,77

kiev-ukraine-june-20-2018-260nw-1128076991.jpg,Dron,74,340,103,167

kiev-ukraine-june-20-2018-260nw-1129141976.jpg,Dron,171,273,42,84

kiev-ukraine-october-10-2014-260nw-222779749.jpg,Dron,159,258,165,228

kiev-ukraine-october-10-2014-260nw-222779863.jpg,Dron,233,273,24,53

kiev-ukraine-october-29-2016-260nw-506345443.jpg,Dron,29,391,69,232

kiev-ukraine-october-29-2016-260nw-506345446.jpg,Dron,77,209,47,125

kiev-ukraine-october-29-2016-260nw-506345452.jpg,Dron,23,397,40,213

kiev-ukraine-october-29-2016-260nw-506345803.jpg,Dron,72,236,72,196

kiev16-june2018-flying-dji-phantom-260nw-1120841090.jpg,Dron,120,284,43,178

kiev24-march2018-professional-aerial-drone-260nw-1142172347.jpg,Dron,32,306,49,177

kiev24-march2018-professional-aerial-drone-260nw-1142172350.jpg,Dron,88,347,35,221

kiev24-march2018-professional-aerial-drone-260nw-1142694335.jpg,Dron,22,385,14,220

kiev24-march2018-professional-aerial-drone-260nw-1142694338.jpg,Dron,96,293,42,206

kiev24-march2018-professional-aerial-drone-260nw-1142694341.jpg,Dron,55,389,10,250

kievukraine1-may2017dji-phantomaerial-video-camera-260nw-796039540.jpg,Dron,112,295,37,157

kijkduin-netherlands-march-24-2017-260nw-609706286.jpg,Dron,93,297,99,162

kijkduin-netherlands-march-24-2017-260nw-609706301.jpg,Dron,52,247,52,129

kijkduin-netherlands-march-24-2017-260nw-609706310.jpg,Dron,70,188,58,100

kijkduin-netherlands-march-24-2017-260nw-609706328.jpg,Dron,50,373,36,179

kiulu-sabah-malaysia-sep-2-260nw-709281637.jpg,Dron,13,369,9,244

koseuuemoisa-estonia-july-9-2017-260nw-675513886.jpg,Dron,161,222,98,127

koseuuemoisa-estonia-july-9-2017-260nw-675513889.jpg,Dron,55,332,63,184

kostroma-russia-september-23-2017-260nw-721149910.jpg,Dron,77,317,102,180

kostroma-russia-september-23-2017-260nw-721149913.jpg,Dron,141,272,110,147

kostroma-russia-september-23-2017-260nw-721149922.jpg,Dron,138,267,120,147

kostroma-russia-september-23-2017-260nw-721149928.jpg,Dron,85,293,87,172

kostroma-russia-september-23-2017-260nw-721149934.jpg,Dron,58,339,105,181

kostroma-russia-september-23-2017-260nw-721902913.jpg,Dron,105,288,74,185

kostroma-russia-september-23-2017-260nw-721902925.jpg,Dron,83,297,63,207

kostroma-russia-september-23-2017-260nw-721902937.jpg,Dron,125,270,119,185

kostroma-russia-september-23-2017-260nw-721902949.jpg,Dron,124,257,77,179

kostroma-russia-september-23-2017-260nw-721902964.jpg,Dron,121,266,103,184

kostroma-russia-september-24-2017-260nw-724044865.jpg,Dron,29,342,52,250

kostroma-russia-september-24-2017-260nw-724044868.jpg,Dron,114,259,63,182

kostroma-russia-september-24-2017-260nw-724044874.jpg,Dron,157,220,106,163

kostroma-russia-september-24-2017-260nw-724044886.jpg,Dron,123,254,70,186

kostroma-russia-september-24-2017-260nw-724044889.jpg,Dron,146,250,92,174

kostroma-russia-september-24-2017-260nw-724045414.jpg,Dron,75,329,21,251

kota-kinabalu-malaysia-february-22-260nw-1031465626.jpg,Dron,40,347,22,217

kota-kinabalu-malaysia-february-22-260nw-1031465629.jpg,Dron,112,272,45,186

kota-kinabalu-malaysia-february-22-260nw-1031465632.jpg,Dron,1,135,8,250

kota-kinabalu-malaysia-february-22-260nw-1031465635.jpg,Dron,0,195,3,231

kota-kinabalu-malaysia-february-22-260nw-1031465638.jpg,Dron,75,262,38,183

kota-kinabalu-malaysia-february-22-260nw-1031465641.jpg,Dron,97,296,65,215

kota-kinabalu-malaysia-february-22-260nw-1031465644.jpg,Dron,89,265,30,205

kota-kinabalu-malaysia-february-22-260nw-1031465647.jpg,Dron,48,347,0,194

kota-kinabalu-malaysia-june-29-260nw-668753665.jpg,Dron,13,345,27,198

kota-kinabalu-sabah-august-2-260nw-689069086.jpg,Dron,142,254,77,154

kota-kinabalusabahmalaysiaoctober-172017-close-photo-260nw-736534474.jpg,Dron,55,329,13,235

kota-kinabalusabahmalaysiaoctober-172017-close-photo-260nw-736534489.jpg,Dron,73,339,40,240

kota-kinabalusabahmalaysiaoctober-172017-close-photo-260nw-736534492.jpg,Dron,59,361,15,246

kota-kinabalusabahmalaysiaoctober-172017-close-photo-260nw-736534501.jpg,Dron,66,332,28,227

kota-kinabalusabahmalaysiaoctober-172017-drone-dji-260nw-736535461.jpg,Dron,50,286,7,260

kota-kinabalusabahmalaysiaoctober-172017-drone-dji-260nw-736535479.jpg,Dron,8,208,38,217

kota-kinabalusabahmalaysiaoctober-172017-drone-dji-260nw-736535503.jpg,Dron,2,222,25,161

kota-kinabalusabahmalaysiaoctober-172017-drone-dji-260nw-736535521.jpg,Dron,30,212,21,160

kotdanda-lalitpur-nepal-may-2-260nw-274883387.jpg,Dron,17,247,100,212

krasnodar-russia-april-14-2017-260nw-640584760.jpg,Dron,33,312,19,236

krasnodar-russia-april-14-2017-260nw-640631725.jpg,Dron,78,286,33,161

krasnodar-russia-april-14-2017-260nw-640631734.jpg,Dron,67,228,69,183

krasnodar-russia-april-14-2017-260nw-640631743.jpg,Dron,78,279,29,151

krasnodar-russia-april-14-2017-260nw-640631770.jpg,Dron,72,278,52,200

krasnodar-russia-april-14-2017-260nw-640631779.jpg,Dron,111,251,130,225

krasnodar-russia-april-14-2017-260nw-640631791.jpg,Dron,114,200,90,154

krasnodar-russia-april-14-2017-260nw-640631797.jpg,Dron,106,277,76,186

krasnodar-russia-april-14-2017-260nw-640631803.jpg,Dron,119,265,88,197

krasnodar-russia-april-14-2017-260nw-640631812.jpg,Dron,104,296,88,213

krasnodar-russia-april-14-2017-260nw-640631824.jpg,Dron,56,289,60,208

krasnodar-russia-april-14-2017-260nw-640631830.jpg,Dron,120,290,53,163

krasnodar-russia-april-14-2017-260nw-640631851.jpg,Dron,78,314,45,205

krasnodar-russia-april-14-2017-260nw-640631884.jpg,Dron,97,228,89,180

krasnodar-russia-april-14-2017-260nw-640631890.jpg,Dron,93,199,80,179

krasnodar-russia-april-14-2017-260nw-640631917.jpg,Dron,88,294,58,207

krasnodar-russia-april-14-2017-260nw-640631929.jpg,Dron,101,255,78,183

krasnodar-russia-april-14-2017-260nw-640631941.jpg,Dron,53,343,68,222

krasnodar-russia-april-14-2017-260nw-640631953.jpg,Dron,126,260,94,151

krasnodar-russia-april-14-2017-260nw-640631959.jpg,Dron,109,264,119,203

krasnodar-russia-april-14-2017-260nw-640631977.jpg,Dron,105,273,42,140

krasnodar-russia-april-14-2017-260nw-640631983.jpg,Dron,113,252,59,162

krasnodar-russia-april-14-2017-260nw-640631998.jpg,Dron,125,274,85,156

krasnodar-russia-april-14-2017-260nw-740123020.jpg,Dron,72,302,55,177

krasnodar-russia-april-14-2017-260nw-740123038.jpg,Dron,110,251,84,171

krasnodar-russia-april-14-2017-260nw-740123047.jpg,Dron,99,318,28,176

krasnodar-russia-june-10-2017-260nw-693990403.jpg,Dron,97,359,43,214

krasnodar-russia-june-10-2017-260nw-693990406.jpg,Dron,29,373,16,212

krasnodar-russia-june-10-2017-260nw-693990409.jpg,Dron,13,183,54,186

krasnodar-russia-june-10-2017-260nw-693990418.jpg,Dron,55,333,21,222

krasnodar-russia-june-10-2017-260nw-693990421.jpg,Dron,88,322,74,223

krasnodar-russia-june-10-2017-260nw-693990424.jpg,Dron,125,228,24,101

krasnodar-russia-june-10-2017-260nw-693990427.jpg,Dron,57,333,69,270

krasnodar-russia-june-10-2017-260nw-693990430.jpg,Dron,59,329,28,213

krasnodar-russia-june-10-2017-260nw-693990433.jpg,Dron,46,370,38,231

krasnodar-russia-june-10-2017-260nw-693990436.jpg,Dron,15,356,12,255

krasnodar-russia-june-10-2017-260nw-693990442.jpg,Dron,4,390,6,262

krasnodar-russia-june-10-2017-260nw-693990448.jpg,Dron,76,315,64,206

krasnodar-russia-june-10-2017-260nw-693990451.jpg,Dron,23,312,74,266

krasnodar-russia-june-10-2017-260nw-693990466.jpg,Dron,49,311,84,251

